Reference_Date,Gold_Ask_995,Gold_Bid_995,Sov_Old_Ask,Sov_Old_Bid,Sov_New_Upto1973_Ask,Sov_New_Upto1973_Bid,Sov_New_Post1974_Ask,Sov_New_Post1974_Bid
2016-02-24,34.26,38.72,253.34,304.86,253.34,304.86,253.34,302.96
2016-02-25,34.52,39.04,254.87,307.4,254.87,307.4,254.87,304.54
2016-02-29,34.83,39.36,256.84,309.9,256.84,309.9,256.84,307.01
2016-03-01,35.14,39.73,259.13,313.36,259.13,313.36,259.13,310.47
2016-03-02,34.75,39.29,256.9,310.1,256.9,310.1,256.9,307.21
2016-03-03,35.1,39.68,258.72,313.0,258.72,313.0,258.72,310.1
2016-03-04,35.72,40.38,264.02,318.35,264.02,318.35,264.02,315.47
2016-03-07,35.57,40.21,262.95,317.19,262.95,317.19,262.95,314.31
2016-03-08,35.39,40.04,261.28,315.17,261.28,315.17,261.28,312.32
2016-03-09,35.18,39.78,259.75,313.71,259.75,313.71,259.75,310.85
2016-03-10,34.96,39.52,257.85,311.69,257.85,311.69,257.85,308.82
2016-03-11,35.08,39.66,259.37,312.63,259.37,312.63,259.37,309.81
2016-03-15,34.0,38.44,251.3,303.35,251.3,303.35,251.3,300.52
2016-03-17,34.47,38.98,254.86,307.69,254.86,307.69,254.86,304.89
2016-03-18,34.22,38.69,252.71,305.24,252.71,305.24,252.71,302.45
2016-03-21,33.99,38.43,251.12,302.63,251.12,302.63,251.12,299.84
2016-03-22,34.29,38.77,253.34,305.06,253.34,305.06,253.34,303.2
2016-03-23,33.89,38.32,249.94,301.58,249.94,301.58,249.94,299.71
2016-03-24,33.56,37.95,247.94,298.61,247.94,298.61,247.94,296.73
2016-03-31,33.37,37.74,246.54,297.62,246.54,297.62,246.54,294.84
2016-04-01,33.26,37.61,245.26,296.08,245.26,296.08,245.26,293.31
2016-04-04,32.88,37.2,242.54,293.17,242.54,293.17,242.54,290.41
2016-04-05,33.35,37.71,246.48,297.42,246.48,297.42,246.48,294.65
2016-04-07,33.38,37.74,246.64,297.49,246.64,297.49,246.64,294.73
2016-04-11,33.71,38.12,248.84,300.68,248.84,300.68,248.84,297.93
2016-04-15,33.55,37.95,247.8,299.14,247.8,299.14,247.8,296.34
2016-04-20,33.85,38.28,250.0,301.16,250.0,301.16,250.0,299.31
2016-04-21,34.28,38.76,253.3,305.81,253.3,305.81,253.3,303.03
2016-04-22,33.95,38.39,250.52,302.84,250.52,302.84,250.52,300.05
2016-04-25,33.75,38.16,249.13,300.62,249.13,300.62,249.13,297.82
2016-04-27,33.85,38.28,249.65,301.91,249.65,301.91,249.65,299.13
2016-05-04,34.25,38.72,253.31,305.22,253.31,305.22,253.31,302.48
2016-05-06,34.46,38.97,254.2,307.33,254.2,307.33,254.2,304.57
2016-05-09,34.62,39.14,255.83,308.13,255.83,308.13,255.83,305.37
2016-05-10,34.16,38.63,252.28,304.46,252.28,304.46,252.28,301.7
2016-05-11,34.33,38.81,253.07,306.21,253.07,306.21,253.07,303.45
2016-05-16,34.71,39.27,256.33,308.97,256.33,308.97,256.33,306.19
2016-05-19,34.48,38.99,254.94,306.86,254.94,306.86,254.94,304.99
2016-05-23,34.25,38.73,252.92,304.67,252.92,304.67,252.92,302.8
2016-05-25,33.85,38.28,250.19,302.02,250.19,302.02,250.19,299.2
2016-05-27,33.5,37.86,247.7,298.33,247.7,298.33,247.7,295.52
2016-05-30,33.3,37.65,246.01,296.79,246.01,296.79,246.01,293.96
2016-05-31,33.48,37.87,247.05,298.74,247.05,298.74,247.05,295.91
2016-06-02,33.33,37.69,246.4,296.89,246.4,296.89,246.4,294.08
2016-06-06,33.67,38.07,248.65,299.79,248.65,299.79,248.65,297.02
2016-06-09,34.04,38.48,251.61,302.73,251.61,302.73,251.61,299.97
2016-06-10,34.44,38.95,254.0,306.54,254.0,306.54,254.0,303.75
2016-06-13,34.83,39.38,256.88,310.68,256.88,310.68,256.88,307.89
2016-06-15,35.23,39.84,260.46,313.69,260.46,313.69,260.46,310.88
2016-06-16,35.49,40.13,262.48,316.56,262.48,316.56,262.48,313.77
2016-06-17,35.08,39.66,258.61,312.52,258.61,312.52,258.61,309.72
2016-06-21,34.83,39.37,257.53,310.16,257.53,310.16,257.53,307.39
2016-06-22,34.63,39.15,255.62,308.37,255.62,308.37,255.62,305.57
2016-06-23,34.25,38.71,253.05,305.39,253.05,305.39,253.05,302.62
2016-06-24,36.52,41.29,269.9,325.12,269.9,325.12,269.9,322.28
2016-06-27,37.01,41.84,273.65,330.2,273.65,330.2,273.65,326.4
2016-06-28,36.58,41.36,270.2,326.42,270.2,326.42,270.2,323.57
2016-06-30,36.45,41.21,269.23,324.31,269.23,324.31,269.23,321.48
2016-07-01,36.86,41.67,271.96,328.17,271.96,328.17,271.96,325.33
2016-07-04,37.18,42.02,274.49,331.65,274.49,331.65,274.49,327.89
2016-07-06,38.12,43.07,281.17,339.07,281.17,339.07,281.17,336.22
2016-07-07,37.88,42.82,279.84,337.46,279.84,337.46,279.84,334.63
2016-07-08,37.69,42.6,278.57,336.18,278.57,336.18,278.57,332.4
2016-07-11,38.0,42.95,280.41,338.27,280.41,338.27,280.41,335.42
2016-07-12,37.6,42.49,277.8,335.39,277.8,335.39,277.8,331.6
2016-07-13,37.16,42.0,274.46,330.92,274.46,330.92,274.46,328.08
2016-07-14,36.76,41.54,271.72,326.93,271.72,326.93,271.72,324.09
2016-07-18,36.92,41.74,272.71,329.07,272.71,329.07,272.71,326.23
2016-07-20,37.04,41.89,273.35,329.97,273.35,329.97,273.35,327.11
2016-07-21,36.66,41.44,270.78,326.18,270.78,326.18,270.78,323.33
2016-07-22,37.0,41.85,273.59,330.13,273.59,330.13,273.59,327.28
2016-07-26,36.86,41.67,272.52,328.14,272.52,328.14,272.52,325.28
2016-07-28,37.19,42.05,274.46,331.87,274.46,331.87,274.46,328.08
2016-07-29,36.91,41.72,272.88,329.14,272.88,329.14,272.88,325.36
2016-08-01,37.14,41.99,274.36,331.36,274.36,331.36,274.36,327.61
2016-08-03,37.4,42.26,276.19,333.19,276.19,333.19,276.19,330.38
2016-08-05,37.67,42.58,278.18,335.58,278.18,335.58,278.18,332.76
2016-08-08,37.08,41.89,273.61,329.89,273.61,329.89,273.61,327.06
2016-08-10,37.29,42.16,275.88,332.13,275.88,332.13,275.88,329.31
2016-08-11,36.97,41.79,272.88,329.84,272.88,329.84,272.88,326.08
2016-08-17,36.67,41.43,270.48,326.94,270.48,326.94,270.48,324.15
2016-08-22,36.38,41.11,268.4,323.75,268.4,323.75,268.4,320.96
2016-08-25,36.18,40.92,266.88,322.17,266.88,322.17,266.88,319.38
2016-08-30,36.43,41.19,269.26,324.1,269.26,324.1,269.26,321.29
2016-08-31,36.25,40.99,267.8,322.58,267.8,322.58,267.8,319.77
2016-09-01,36.1,40.82,266.17,321.82,266.17,321.82,266.17,319.0
2016-09-05,36.46,41.22,269.25,325.03,269.25,325.03,269.25,322.21
2016-09-07,36.96,41.76,272.61,329.26,272.61,329.26,272.61,326.46
2016-09-08,36.79,41.58,271.77,327.43,271.77,327.43,271.77,324.64
2016-09-09,36.51,41.26,269.32,325.66,269.32,325.66,269.32,321.94
2016-09-12,36.33,41.06,268.44,323.92,268.44,323.92,268.44,321.12
2016-09-15,36.14,40.84,266.62,321.98,266.62,321.98,266.62,319.19
2016-09-16,35.97,40.64,265.87,320.26,265.87,320.26,265.87,317.46
2016-09-19,36.21,40.95,267.56,322.3,267.56,322.3,267.56,319.48
2016-09-21,36.21,40.95,268.51,323.44,268.51,323.44,268.51,321.55
2016-09-22,36.61,41.38,268.55,326.06,268.55,326.06,268.55,323.25
2016-09-23,36.66,41.42,271.21,327.01,271.21,327.01,271.21,324.2
2016-09-28,36.37,41.12,269.04,324.49,269.04,324.49,269.04,321.59
2016-10-03,35.99,40.66,266.04,320.92,266.04,320.92,266.04,318.03
2016-10-05,34.95,39.51,258.48,311.84,258.48,311.84,258.48,309.03
2016-10-06,34.74,39.26,256.86,309.89,256.86,309.89,256.86,307.17
2016-10-12,35.0,39.54,258.78,312.18,258.78,312.18,258.78,309.33
2016-10-13,35.16,39.76,260.09,313.74,260.09,313.74,260.09,310.98
2016-10-14,35.0,39.56,258.83,312.27,258.83,312.27,258.83,309.42
2016-10-18,35.23,39.82,260.51,314.31,260.51,314.31,260.51,311.45
2016-10-20,35.67,40.33,263.79,318.24,263.79,318.24,263.79,315.37
2016-10-26,36.03,40.72,266.42,321.39,266.42,321.39,266.42,318.5
2016-10-27,35.75,40.44,264.44,319.04,264.44,319.04,264.44,316.15
2016-11-03,36.03,40.72,266.45,321.39,266.45,321.39,266.45,318.56
2016-11-07,35.84,40.5,264.93,319.63,264.93,319.63,264.93,316.79
2016-11-09,36.13,40.84,267.14,322.24,267.14,322.24,267.14,319.36
2016-11-11,35.53,40.14,262.71,316.88,262.71,316.88,262.71,314.0
2016-11-14,34.97,39.51,258.6,312.01,258.6,312.01,258.6,309.18
2016-11-16,35.21,39.8,260.44,314.25,260.44,314.25,260.44,311.42
2016-11-18,35.07,39.63,259.22,312.81,259.22,312.81,259.22,309.94
2016-11-22,35.25,39.84,260.66,314.5,260.66,314.5,260.66,311.74
2016-11-23,35.08,39.64,259.31,312.88,259.31,312.88,259.41,310.12
2016-11-24,34.59,39.1,255.72,308.55,255.72,308.55,255.72,305.77
2016-11-25,34.32,38.78,253.78,306.2,253.78,306.2,253.78,303.43
2016-11-29,34.51,39.03,255.28,308.08,255.28,308.08,255.28,305.31
2016-11-30,34.29,38.76,253.61,305.94,253.61,305.94,253.61,303.19
2016-12-01,34.01,38.43,251.46,303.48,251.46,303.48,251.46,300.72
2016-12-02,33.8,38.2,249.86,301.47,249.86,301.47,249.86,298.82
2016-12-05,33.69,38.07,249.07,300.49,249.07,300.49,249.07,297.83
2016-12-06,33.51,37.87,247.76,298.92,247.76,298.92,247.76,296.29
2016-12-09,33.85,38.25,250.23,301.99,250.23,301.99,250.23,299.22
2016-12-12,33.56,37.93,248.19,299.43,248.19,299.43,248.19,296.76
2016-12-15,33.3,37.64,246.24,297.12,246.24,297.12,246.24,294.43
2016-12-19,33.5,37.87,247.75,298.88,247.75,298.88,247.75,296.28
2016-12-22,33.28,37.62,246.08,297.0,246.08,297.0,246.08,294.29
2016-12-27,33.49,37.87,247.67,298.84,247.67,298.84,247.67,296.13
2016-12-29,33.75,38.14,249.58,301.13,249.58,301.13,249.58,298.42
2017-01-02,33.68,38.08,245.17,295.87,245.17,295.87,245.17,293.17
2017-01-03,33.97,38.39,251.14,303.0,251.14,303.0,251.14,300.3
2017-01-04,34.32,38.83,253.86,306.38,253.86,306.38,253.86,303.56
2017-01-11,34.66,39.17,256.31,309.25,256.31,309.25,256.31,306.47
2017-01-16,34.89,39.43,257.91,311.21,257.91,311.21,257.91,308.35
2017-01-25,34.48,39.0,255.06,307.83,255.06,307.83,255.15,305.0
2017-01-26,34.24,38.7,253.24,305.53,253.24,305.53,253.24,302.8
2017-01-31,34.53,39.02,255.34,308.02,255.34,308.02,255.25,305.27
2017-02-06,34.94,39.48,258.31,311.7,258.31,311.7,258.31,308.88
2017-02-07,35.46,40.09,262.22,316.4,262.22,316.4,262.22,313.56
2017-02-09,35.73,40.38,264.18,318.74,264.18,318.74,264.18,315.9
2017-02-10,35.31,39.93,261.15,315.04,261.15,315.04,261.15,312.29
2017-02-13,35.62,40.24,263.39,317.7,263.39,317.7,263.39,314.84
2017-02-21,35.85,40.51,265.03,319.79,265.03,319.79,265.03,316.92
2017-02-22,36.03,40.7,266.36,321.35,266.36,321.35,266.36,318.47
2017-02-24,36.35,41.11,268.89,324.41,268.89,324.41,268.89,321.43
2017-03-03,36.01,40.68,266.23,321.2,266.23,321.2,266.23,318.31
2017-03-06,35.78,40.43,264.49,319.15,264.49,319.15,264.49,316.29
2017-03-07,35.58,40.23,263.2,317.54,263.2,317.54,263.2,314.67
2017-03-08,35.31,39.95,261.25,315.2,261.25,315.2,261.25,312.42
2017-03-10,34.77,39.29,257.05,310.19,257.05,310.19,257.05,307.42
2017-03-16,35.15,39.73,259.91,313.55,259.91,313.55,259.91,310.82
2017-03-22,35.47,40.08,262.25,316.39,262.25,316.39,262.25,313.48
2017-03-30,35.74,40.43,264.37,318.9,264.37,318.9,264.37,316.08
2017-04-03,35.94,40.61,265.72,320.59,265.72,320.59,265.72,317.64
2017-04-04,36.2,40.9,267.68,322.89,267.68,322.89,267.68,320.04
2017-04-07,36.52,41.26,270.03,325.67,270.03,325.67,270.03,322.81
2017-04-12,37.01,41.82,273.69,330.11,273.69,330.11,273.69,327.15
2017-04-20,36.67,41.46,271.22,327.14,271.22,327.14,271.22,324.21
2017-04-24,36.05,40.75,267.12,322.23,267.12,322.23,267.12,319.34
2017-04-26,35.53,40.15,262.73,316.98,262.73,316.98,262.73,314.11
2017-04-27,35.7,40.39,264.11,318.67,264.11,318.67,264.11,315.79
2017-05-02,35.4,40.03,261.82,315.91,261.82,315.91,261.82,313.13
2017-05-04,34.99,39.56,258.78,312.18,258.78,312.18,258.78,309.38
2017-05-05,34.52,39.03,255.31,308.0,255.31,308.0,255.31,305.23
2017-05-12,34.71,39.22,256.63,309.6,256.63,309.6,256.63,306.8
2017-05-16,34.51,39.0,255.11,307.85,255.11,307.85,255.11,305.09
2017-05-18,34.76,39.28,257.0,310.03,257.0,310.03,257.0,307.21
2017-05-19,34.54,39.04,255.39,308.15,255.39,308.15,255.39,305.32
2017-05-29,34.88,39.41,257.88,311.08,257.88,311.08,257.88,308.27
2017-05-31,34.68,39.23,256.49,309.5,256.49,309.5,256.49,306.68
2017-06-06,35.06,39.62,259.2,312.71,259.2,312.71,259.2,309.92
2017-06-07,35.25,39.84,260.61,314.4,260.61,314.4,260.61,311.61
2017-06-09,35.01,39.55,258.76,312.26,258.76,312.26,258.76,309.46
2017-06-12,34.79,39.31,257.2,310.32,257.2,310.32,257.2,307.51
2017-06-16,34.57,39.07,255.67,308.43,255.67,308.43,255.67,305.61
2017-06-20,34.33,38.79,253.79,306.3,253.79,306.3,253.79,303.48
2017-06-28,33.9,38.35,250.8,302.51,250.8,302.51,250.8,299.83
2017-06-30,33.51,37.88,247.75,298.9,247.75,298.9,247.75,296.33
2017-07-04,33.09,37.39,244.66,295.18,244.66,295.18,244.66,292.6
2017-07-06,33.25,37.6,245.92,296.71,245.92,296.71,245.92,294.03
2017-07-07,32.88,37.17,243.07,293.36,243.07,293.36,243.07,290.7
2017-07-10,32.67,36.93,241.61,291.47,241.61,291.47,241.61,288.9
2017-07-13,32.89,37.17,243.21,293.44,243.21,293.44,243.21,290.78
2017-07-19,33.09,37.38,244.63,295.1,244.63,295.1,244.63,292.47
2017-08-02,32.89,37.19,243.29,293.53,243.29,293.53,243.29,290.96
2017-08-09,33.14,37.44,244.96,295.57,244.96,295.57,244.96,292.98
2017-08-10,33.45,37.82,247.43,298.46,247.43,298.46,247.43,295.78
2017-08-18,33.74,38.14,249.37,300.89,249.37,300.89,249.37,298.21
2017-08-25,33.55,37.92,248.09,299.35,248.09,299.35,248.09,296.68
2017-08-29,33.8,38.21,249.95,301.58,249.95,301.58,249.95,298.87
2017-09-01,34.11,38.56,252.22,304.33,252.22,304.33,252.3,301.59
2017-09-04,34.53,39.02,255.28,308.05,255.28,308.05,255.28,305.23
2017-09-11,34.26,38.72,253.32,305.68,253.32,305.68,253.32,302.89
2017-09-12,34.04,38.51,251.84,303.83,251.84,303.83,251.84,301.11
2017-09-14,34.22,38.71,253.18,305.41,253.18,305.41,253.18,302.67
2017-09-18,33.94,38.37,250.94,302.83,250.94,302.83,250.94,300.11
2017-09-19,33.56,37.95,248.23,299.58,248.23,299.58,248.23,296.87
2017-09-22,33.36,37.7,246.69,297.64,246.69,297.64,246.69,295.01
2017-09-26,34.07,38.49,251.82,303.86,251.82,303.86,251.82,301.12
2017-09-27,33.8,38.19,249.94,301.55,249.94,301.55,249.94,298.79
2017-09-28,33.56,37.95,248.18,299.46,248.18,299.46,248.18,296.78
2017-10-02,33.29,37.63,246.21,297.06,246.21,297.06,246.21,294.38
2017-10-09,33.61,38.0,248.57,299.96,248.57,299.96,248.57,297.28
2017-10-16,33.91,38.32,250.68,302.51,250.68,302.51,250.68,299.75
2017-10-17,33.71,38.09,249.28,300.71,249.28,300.71,249.28,298.03
2017-10-19,33.29,37.63,246.24,297.1,246.24,297.1,246.24,294.44
2017-10-24,33.52,37.93,248.06,299.24,248.06,299.24,248.06,296.57
2017-10-25,33.29,37.65,246.28,297.18,246.28,297.18,246.28,294.5
2017-10-27,33.5,37.86,247.73,298.83,247.73,298.83,247.73,296.21
2017-10-31,33.72,38.14,249.45,301.0,249.45,301.0,249.45,298.3
2017-11-09,34.03,38.46,251.58,303.56,251.58,303.56,251.67,300.85
2017-11-13,33.7,38.08,249.13,300.6,249.13,300.6,249.13,297.9
2017-11-14,33.45,37.8,247.31,298.37,247.31,298.37,247.31,295.68
2017-11-20,33.84,38.25,250.25,301.92,250.25,301.92,250.25,299.15
2017-11-21,33.52,37.88,247.79,299.03,247.79,299.03,247.79,296.35
2017-11-27,33.26,37.61,246.02,296.75,246.02,296.75,246.02,294.12
2017-11-29,33.6,37.99,248.5,299.79,248.5,299.79,248.5,297.14
2017-11-30,33.27,37.6,246.04,296.79,246.04,296.79,245.96,294.14
2017-12-01,32.88,37.16,243.15,293.36,243.15,293.36,243.15,290.72
2017-12-05,33.07,37.36,244.44,295.0,244.44,295.0,244.44,292.34
2017-12-07,32.85,37.13,242.91,293.06,242.91,293.06,242.91,290.48
2017-12-08,32.64,36.92,241.45,291.31,241.45,291.31,241.45,288.73
2017-12-18,32.84,37.11,242.79,292.93,242.79,292.93,242.79,290.34
2017-12-27,33.2,37.52,245.53,296.2,245.53,296.2,245.53,293.55
2018-01-02,33.44,37.8,247.23,298.37,247.23,298.37,247.23,295.67
2018-01-05,33.62,38.0,248.59,299.94,248.59,299.94,248.59,297.16
2018-01-09,33.92,38.33,250.82,302.55,250.82,302.55,250.82,299.83
2018-01-16,33.63,38.01,248.69,300.01,248.69,300.01,248.69,297.28
2018-01-19,33.4,37.75,246.99,297.95,246.99,297.95,246.99,295.3
2018-01-25,33.72,38.11,249.37,300.79,249.37,300.79,249.37,298.1
2018-01-26,33.46,37.82,247.42,298.52,247.42,298.52,247.42,295.82
2018-01-30,33.2,37.54,245.48,296.23,245.48,296.23,245.48,293.52
2018-02-05,32.89,37.17,243.2,293.37,243.2,293.37,243.2,290.77
2018-02-06,33.38,37.73,246.85,297.83,246.85,297.83,246.85,295.12
2018-02-07,33.04,37.33,244.27,294.72,244.27,294.72,244.27,292.1
2018-02-15,33.41,37.77,247.08,298.06,247.08,298.06,247.08,295.37
2018-02-21,33.13,37.43,244.94,295.51,244.94,295.51,244.94,292.88
2018-02-26,33.42,37.77,247.09,298.13,247.09,298.13,247.09,295.49
2018-02-28,33.15,37.47,245.09,295.77,245.09,295.77,245.09,293.12
2018-03-06,32.95,37.24,243.63,293.97,243.63,293.97,243.63,291.25
2018-03-23,33.36,37.73,246.73,297.73,246.73,297.73,246.73,295.01
2018-03-29,33.12,37.42,244.84,295.48,244.84,295.48,244.84,292.76
2018-04-03,33.43,37.79,247.23,298.25,247.23,298.25,247.23,295.61
2018-05-04,33.68,38.06,249.03,300.4,249.03,300.4,249.03,297.69
2018-05-08,33.86,38.26,250.3,301.97,250.3,301.97,250.3,299.24
2018-05-09,34.02,38.44,251.54,303.46,251.54,303.46,251.54,300.71
2018-05-10,34.06,38.51,251.87,303.84,251.87,303.84,251.87,301.1
2018-05-11,34.06,38.49,251.82,303.84,251.82,303.84,251.82,301.11
2018-05-14,33.95,38.36,251.0,302.76,251.0,302.76,251.0,300.04
2018-05-15,33.85,38.26,250.29,301.95,250.29,301.95,250.29,299.23
2018-05-16,33.64,38.01,248.72,300.1,248.72,300.1,248.72,297.35
2018-05-17,33.6,37.98,248.45,299.83,248.45,299.83,248.45,297.08
2018-05-18,33.57,37.94,248.19,299.53,248.19,299.53,248.19,296.77
2018-05-21,33.71,38.1,249.28,300.75,249.28,300.75,249.28,298.07
2018-05-22,33.66,38.06,248.97,300.35,248.97,300.35,248.97,297.68
2018-05-23,33.78,38.17,249.76,301.31,249.76,301.31,249.76,298.63
2018-05-24,34.03,38.46,251.6,303.53,251.6,303.53,251.6,300.84
2018-05-25,34.21,38.66,251.83,303.86,251.83,303.86,251.83,301.08
2018-05-29,34.78,39.32,257.16,310.32,257.16,310.32,257.16,307.5
2018-05-30,34.61,39.11,255.9,308.69,255.9,308.69,255.9,305.97
2018-05-31,34.37,38.84,254.13,306.61,254.13,306.61,254.13,303.82
2018-06-01,34.18,38.66,252.84,305.11,252.84,305.11,252.84,302.33
2018-06-04,33.97,38.39,251.2,303.06,251.2,303.06,251.2,300.28
2018-06-05,33.99,38.41,251.19,303.06,251.19,303.06,251.27,300.37
2018-06-06,34.04,38.49,251.68,303.68,251.68,303.68,251.68,300.99
2018-06-07,33.82,38.22,250.06,301.71,250.06,301.71,250.06,299.04
2018-06-08,33.77,38.16,249.7,301.29,249.7,301.29,249.7,298.54
2018-06-11,33.84,38.25,250.19,301.94,250.19,301.94,250.19,299.18
2018-06-12,33.89,38.3,250.59,302.26,250.59,302.26,250.59,299.59
2018-06-13,33.89,38.34,250.7,302.46,250.7,302.46,250.7,299.78
2018-06-14,33.84,38.26,250.25,301.89,250.25,301.89,250.25,299.22
2018-06-15,34.57,39.11,255.79,308.58,255.79,308.58,255.79,305.77
2018-06-18,33.97,38.39,251.15,303.05,251.15,303.05,251.15,300.33
2018-06-19,33.94,38.36,250.98,302.75,250.98,302.75,250.98,300.05
2018-06-20,33.87,38.28,250.41,302.15,250.41,302.15,250.41,299.43
2018-06-21,33.66,38.08,249.02,300.43,249.02,300.43,249.02,297.79
2018-06-22,33.56,37.94,248.17,299.44,248.17,299.44,248.17,296.73
2018-06-25,33.44,37.8,247.27,298.38,247.27,298.38,247.27,295.68
2018-06-26,33.17,37.49,245.28,295.98,245.28,295.98,245.28,293.3
2018-06-27,33.11,37.41,244.8,295.38,244.8,295.38,244.8,292.68
2018-06-28,33.3,37.64,246.27,297.12,246.27,297.12,246.27,294.4
2018-06-29,33.03,37.32,244.21,294.58,244.21,294.58,244.13,291.98
2018-07-02,33.02,37.32,244.11,294.57,244.11,294.57,244.11,291.96
2018-07-03,32.74,37.0,242.06,292.08,242.06,292.08,242.06,289.46
2018-07-04,33.12,37.45,245.02,295.59,245.02,295.59,244.94,292.89
2018-07-05,33.11,37.41,244.76,295.34,244.76,295.34,244.76,292.73
2018-07-06,33.02,37.33,244.13,294.65,244.13,294.65,244.13,291.96
2018-07-09,32.91,37.21,243.43,293.7,243.43,293.7,243.43,291.03
2018-07-10,32.95,37.26,243.69,294.03,243.69,294.03,243.69,291.35
2018-07-11,32.8,37.07,242.52,292.66,242.52,292.66,242.52,289.98
2018-07-12,32.74,37.05,242.22,292.2,242.22,292.2,242.22,289.6
2018-07-13,32.85,37.12,242.85,293.03,242.85,293.03,242.85,290.42
2018-07-16,32.72,37.0,241.97,292.01,241.97,292.01,241.97,289.32
2018-07-17,32.57,36.82,240.84,290.63,240.84,290.63,240.84,288.03
2018-07-18,32.4,36.64,239.65,289.22,239.65,289.22,239.65,286.6
2018-07-19,32.33,36.56,239.08,288.51,239.08,288.51,239.08,285.9
2018-07-20,32.18,36.42,238.1,287.34,238.1,287.34,238.1,284.74
2018-07-23,32.29,36.49,238.7,288.04,238.7,288.04,238.7,285.45
2018-07-24,32.11,36.29,237.35,286.5,237.35,286.5,237.35,283.9
2018-07-25,32.23,36.45,238.34,287.63,238.34,287.63,238.34,285.03
2018-07-26,32.28,36.49,238.68,288.04,238.68,288.04,238.68,285.45
2018-07-27,32.32,36.53,238.99,288.42,238.99,288.42,238.99,285.81
2018-07-30,32.18,36.4,238.07,287.25,238.07,287.25,238.07,284.64
2018-07-31,32.08,36.27,237.22,286.25,237.22,286.25,237.22,283.75
2018-08-01,32.17,36.36,237.81,287.0,237.81,287.0,237.81,284.4
2018-08-02,32.16,36.39,237.89,287.07,237.89,287.07,237.89,284.46
2018-08-03,32.02,36.21,236.78,285.69,236.78,285.69,236.78,283.16
2018-08-06,32.34,36.55,239.19,288.54,239.19,288.54,239.19,286.0
2018-08-07,32.2,36.4,238.16,287.35,238.16,287.35,238.16,284.72
2018-08-08,32.11,36.29,237.37,286.41,237.37,286.41,237.37,283.89
2018-08-09,32.18,36.38,237.94,287.14,237.94,287.14,237.94,284.52
2018-08-10,32.43,36.69,239.96,289.54,239.96,289.54,239.96,286.98
2018-08-13,32.67,36.93,241.63,291.5,241.63,291.5,241.63,288.92
2018-08-14,32.2,36.4,238.12,287.32,238.12,287.32,238.12,284.74
2018-08-16,31.72,35.84,234.51,282.98,234.51,282.98,234.51,280.5
2018-08-17,31.81,35.95,235.11,283.82,235.11,283.82,235.11,281.24
2018-08-20,31.91,36.08,235.94,284.74,235.94,284.74,235.94,282.17
2018-08-21,31.86,36.02,235.64,284.29,235.64,284.29,235.64,281.75
2018-08-22,31.76,35.91,234.85,283.43,234.85,283.43,234.85,280.89
2018-08-23,31.71,35.84,234.44,282.96,234.44,282.96,234.44,280.42
2018-08-24,31.59,35.73,233.61,281.98,233.61,281.98,233.61,279.44
2018-08-27,31.93,36.08,236.09,284.89,236.09,284.89,236.01,282.27
2018-08-28,31.87,36.03,235.68,284.38,235.68,284.38,235.68,281.77
2018-08-29,31.66,35.8,234.13,282.49,234.13,282.49,234.13,279.98
2018-08-30,31.64,35.76,233.96,282.3,233.96,282.3,233.96,279.79
2018-08-31,31.72,35.85,234.53,282.94,234.53,282.94,234.53,280.43
2018-09-03,31.79,35.93,235.04,283.72,235.04,283.72,235.04,281.1
2018-09-04,31.79,35.93,235.02,283.69,235.02,283.69,235.1,281.07
2018-09-05,31.67,35.8,234.16,282.54,234.16,282.54,234.16,280.01
2018-09-06,31.66,35.78,234.08,282.53,234.08,282.53,234.08,279.92
2018-09-07,31.76,35.93,234.88,283.48,234.88,283.48,234.88,280.96
2018-09-10,31.78,35.92,234.99,283.57,234.99,283.57,234.99,281.03
2018-09-11,31.65,35.77,233.95,282.39,233.95,282.39,233.95,279.86
2018-09-12,31.68,35.8,234.18,282.67,234.18,282.67,234.18,280.05
2018-09-13,31.86,36.0,235.54,284.25,235.54,284.25,235.54,281.64
2018-09-14,31.68,35.82,234.23,282.69,234.23,282.69,234.23,280.18
2018-09-17,31.57,35.69,233.43,281.66,233.43,281.66,233.43,279.14
2018-09-18,31.5,35.65,233.06,281.27,233.06,281.27,233.06,278.67
2018-09-19,31.64,35.79,234.07,282.4,234.07,282.4,234.07,279.89
2018-09-20,31.73,35.88,234.7,283.23,234.7,283.23,234.7,280.63
2018-09-21,31.56,35.68,233.33,281.57,233.33,281.57,233.33,279.08
2018-09-24,31.34,35.43,231.8,279.7,231.8,279.7,231.8,277.2
2018-09-25,31.41,35.49,232.18,280.2,232.18,280.2,232.18,277.7
2018-09-26,31.41,35.54,232.34,280.4,232.34,280.4,232.34,277.9
2018-09-27,31.36,35.45,231.92,279.91,231.92,279.91,231.92,277.41
2018-09-28,31.26,35.33,231.18,278.98,231.18,278.98,231.1,276.46
2018-10-01,31.51,35.63,233.02,281.24,233.02,281.24,233.02,278.71
2018-10-02,31.7,35.83,234.36,282.82,234.36,282.82,234.36,280.28
2018-10-03,32.04,36.21,236.88,285.84,236.88,285.84,236.88,283.21
2018-10-04,32.09,36.27,237.24,286.27,237.24,286.27,237.24,283.71
2018-10-05,32.03,36.19,236.78,285.75,236.78,285.75,236.78,283.11
2018-10-08,31.97,36.15,236.47,285.32,236.47,285.32,236.38,282.68
2018-10-09,31.86,36.01,235.58,284.23,235.58,284.23,235.58,281.67
